INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,DTXCID,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
68694111,CASRN,DTXSID2032500,Triflumizole,68694-11-1,DTXCID0012500,HSMVPDGQOIQYSR-KGENOOAVSA-N,(1E)-N-[4-Chloro-2-(trifluoromethyl)phenyl]-1-(1H-imidazol-1-yl)-2-propoxyethan-1-imine,C15H15ClF3N3O,345.75,345.0855743,145.881,345.078,0.00000452898,1.303,0.623,0.00000374111,229.167,97.891,0.274,0.00119674,N/A,N/A,N/A,N/A,3.72392E-7,0.0000427563,1.06423E-11,64.8958,4.63339,349.921,2.47381E-7,0.700993,8.84674,1534.77,1.40364,63.5056,N/A,N/A,0.00000139914,0.00103975
69327760,CASRN,DTXSID8034401,Buprofezin,69327-76-0,DTXCID6014401,PRLVTUNWOQKEAI-UHFFFAOYSA-N,"2-(tert-Butylimino)-5-phenyl-3-(propan-2-yl)-1,3,5-thiadiazinan-4-one",C16H23N3OS,305.44,305.156183547,65.3131,N/A,0.0000384592,1.177,0.248,N/A,212.953,95.449,0.774,0.00420727,N/A,N/A,N/A,N/A,3.80189E-7,0.0000501187,1.38094E-11,52.49,6.89035,353.763,1.27655E-7,0.14324,10.6306,1447.32,4.29853,104.939,N/A,N/A,0.00000935577,0.0000021137
69409945,CASRN,DTXSID7024110,Fluvalinate,69409-94-5,DTXCID904110,INISTDXBRIBGOC-UHFFFAOYSA-N,Cyano(3-phenoxyphenyl)methyl N-[2-chloro-4-(trifluoromethyl)phenyl]valinate,C26H22ClF3N2O3,502.92,502.1271048,188.799,477.765,3.28852E-9,1.356,0.983,3.53997E-9,280.331,104.32,0.18,0.000314775,N/A,N/A,N/A,N/A,4.80839E-10,3.81944E-8,2.51831E-11,240.12,3.54833,434.717,1.36481E-11,4.68365,10.2649,506061,6.03499,154.406,N/A,N/A,9.91473E-9,4.76887E-9
70630170,CASRN,DTXSID8032671,Metalaxyl-M,70630-17-0,DTXCID6012671,ZQEIXNIJLIKNTD-GFCCVEGCSA-N,"Methyl N-(2,6-dimethylphenyl)-N-(methoxyacetyl)-D-alaninate",C15H21NO4,279.336,279.14705816,17.1396,344.018,0.000024322,1.063,0.606,0.0000299916,184.163,11.762,0.191,0.00905733,N/A,147.097,0.000211836,41.3047,0.00000463447,0.00233884,2.15604E-11,8.25493,4.28575,299.892,3.92326E-9,0.198614,9.83674,37.2169,1.65024,67.2974,N/A,N/A,0.0000055709,0.043674
71283802,CASRN,DTXSID2034598,Fenoxaprop-P-ethyl,71283-80-2,DTXCID0014598,PQKBPHSEKWERTG-LLVKDONJSA-N,"Ethyl (2R)-2-{4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoate",C18H16ClNO5,361.78,361.0717003,230.675,410.341,8.12831E-7,1.337,0.744,4.9204E-7,220.576,113.589,0.158,0.00548277,N/A,N/A,0.0000043451,N/A,5.59758E-9,0.0000036141,1.72517E-11,174.804,5.14987,389.747,1.42678E-7,0.871904,11.5299,9511.02,4.57892,86.1674,N/A,N/A,2.9893E-8,0.00000246476
71751412,CASRN,DTXSID8023892,Abamectin,71751-41-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72490018,CASRN,DTXSID7032393,Fenoxycarb,72490-01-8,DTXCID5012393,HJUFTIJOISQSKQ-UHFFFAOYSA-N,Ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate,C17H19NO4,301.342,301.131408096,21.2814,387.435,0.00000375837,1.199,0.858,0.00000263633,237.462,73.721,0.632,0.00671429,N/A,N/A,N/A,N/A,2.61818E-8,0.0000179887,1.67418E-11,18.2541,5.14604,315.079,4.85893E-10,0.445006,10.9359,1000.64,4.29686,53.3842,N/A,N/A,3.23655E-8,0.0000208394
72963725,CASRN,DTXSID8034669,Imiprothrin,72963-72-5,DTXCID00209536,VPRAQYXPZIFIOH-UHFFFAOYSA-N,"[2,5-Dioxo-3-(prop-2-yn-1-yl)imidazolidin-1-yl]methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",C17H22N2O4,318.373,318.157957196,N/A,361.1,N/A,1.155,1.065,0.00000461318,194.034,149.157,N/A,0.00248313,N/A,N/A,N/A,N/A,9.7949E-9,0.000102329,1.85294E-10,8.33611,4.30307,348.298,1.80489E-9,0.463444,10.8058,908.524,2.89808,107.025,N/A,N/A,1.34692E-8,0.000295908
74051802,CASRN,DTXSID9024304,Sethoxydim,74051-80-2,DTXCID604304,CSPPKDPQLUUTND-UHFFFAOYSA-N,2-(N-Ethoxybutanimidoyl)-5-[2-(ethylsulfanyl)propyl]-3-hydroxycyclohex-2-en-1-one,C17H29NO3S,327.48,327.186814972,16.4816,N/A,0.0000323594,N/A,0.208,N/A,N/A,58.314,0.211,0.0076913,40.629,N/A,N/A,N/A,0.00000137721,0.000040738,1.00897E-10,18.8625,4.65699,300.73,1.56268E-8,0.523044,9.6063,100.423,4.38022,85.9169,N/A,N/A,1.6004E-7,0.00106143
74115245,CASRN,DTXSID9023881,Clofentezine,74115-24-5,DTXCID703881,UXADOQPNKNTIHB-UHFFFAOYSA-N,"3,6-Bis(2-chlorophenyl)-1,2,4,5-tetrazine",C14H8Cl2N4,303.15,302.0126017,218.776,409.929,0.00000719449,1.402,0.216,0.00000918333,232.873,176.584,0.149,N/A,N/A,N/A,N/A,N/A,8.16582E-10,0.00000288403,2.70813E-11,865.549,14.1774,329.828,0.00000117708,3.59856,10.9021,45484.1,3.09998,181.975,N/A,N/A,9.7628E-10,4.22E-7
74222972,CASRN,DTXSID0034936,Sulfometuron-methyl,74222-97-2,DTXCID8014936,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,"Methyl 2-{[(4,6-dimethylpyrimidin-2-yl)carbamoyl]sulfamoyl}benzoate",C15H16N4O5S,364.38,364.084140805,0.907821,N/A,N/A,1.474,1.056,N/A,300.484,198.015,0.116,N/A,N/A,N/A,N/A,N/A,2.208E-11,0.000406443,1.82398E-11,3.45095,4.28794,264.402,6.50725E-10,0.155478,9.515,41.7074,1.20019,203.968,N/A,N/A,2.45118E-11,0.000459533
74223646,CASRN,DTXSID6023864,Metsulfuron-methyl,74223-64-6,DTXCID303864,RSMUVYRMZCOLBH-UHFFFAOYSA-N,"Methyl 2-{[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]sulfamoyl}benzoate",C14H15N5O6S,381.36,381.074304397,0.532108,N/A,N/A,1.541,1.048,N/A,311.105,196.852,0.274,N/A,N/A,N/A,N/A,N/A,1.11944E-11,0.000566239,1.76379E-11,1.55775,4.27083,264.676,8.88562E-12,0.150109,9.5482,34.7033,2.19896,162.041,N/A,N/A,3.24649E-11,0.0133132
76578126,CASRN,DTXSID60273935,Quizalofop,76578-12-6,DTXCID70196424,ABOOPXYCKNFDNJ-UHFFFAOYSA-N,2-{4-[(6-Chloroquinoxalin-2-yl)oxy]phenoxy}propanoic acid,C17H13ClN2O4,344.75,344.0563846,10.3514,435.491,0.00000317687,1.448,0.722,5.83445E-7,285.507,140.898,0.375,0.00328095,N/A,136.846,0.0000109648,N/A,8.87156E-10,0.0000158855,1.06409E-11,3.61651,3.54507,372.433,4.38901E-9,0.478746,10.4983,736.582,3.41748,216.151,N/A,N/A,1.25944E-7,8.82751E-7
76674210,CASRN,DTXSID8040727,Flutriafol,76674-21-0,DTXCID6020727,JWUCHKBSVLQQCO-UHFFFAOYSA-N,"1-(2-Fluorophenyl)-1-(4-fluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethan-1-ol",C16H13F2N3O,301.297,301.102668377,72.778,389.51,0.0000363078,1.412,0.541,0.0000152757,244.451,119.283,0.701,0.00143219,N/A,N/A,N/A,N/A,2.64241E-8,0.0000521195,1.61065E-11,21.8752,3.54072,324.746,5.12372E-9,0.867538,10.4119,75.8068,2.29094,129.956,N/A,N/A,5.44058E-11,0.000394801
76703623,CASRN,DTXSID1034501,gamma-Cyhalothrin,76703-62-3,DTXCID5012559,ZXQYGBMAQZUVMI-GCMPRSNUSA-N,"(S)-Cyano(3-phenoxyphenyl)methyl (1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropane-1-carboxylate",C23H19ClF3NO3,449.85,449.1005557,342.768,431.019,2.74157E-9,1.347,0.956,3.26588E-9,268.133,66.094,-0.114,0.000820352,N/A,N/A,N/A,N/A,3.10456E-9,7.09578E-8,3.39547E-11,133.562,3.54485,422.641,1.12442E-8,9.66227,11.6907,181452,6.7988,49.3639,N/A,N/A,7.49911E-9,2.20272E-9
76738620,CASRN,DTXSID2024242,Paclobutrazol,76738-62-0,DTXCID50196503,RMOGWMIKYWRTKW-KGLIPLIRSA-N,"rel-(2R,3R)-1-(4-Chlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pentan-3-ol",C15H20ClN3O,293.8,293.12949,59.5662,338.846,0.000030479,1.257,0.502,0.0000353183,233.074,113.041,0.328,0.011722,N/A,N/A,N/A,N/A,2.01837E-7,0.000132739,1.672E-11,108.674,3.17758,321.754,1.90013E-7,2.69826,10.4006,500.194,3.20214,165.389,N/A,N/A,7.68607E-9,0.000102783
77182822,CASRN,DTXSID1024120,Glufosinate-ammonium,77182-82-2,DTXCID204120,ZBMRKNMTMPPMMK-UHFFFAOYSA-N,Ammonium 2-amino-4-[hydroxy(methyl)phosphoryl]butanoate,C5H15N2O4P,198.159,198.076943969,0.0215278,294.241,0.0000707946,1.478,0.572,0.000937562,213.718,157.091,-0.058,0.0379315,N/A,N/A,N/A,N/A,1.77011E-7,2.1677,1.08562E-11,3.9441,3.55442,317.968,4.95906E-11,0.072497,8.31934,424.525,-0.558491,214.982,N/A,N/A,3.33235E-9,4.16606
77501634,CASRN,DTXSID7024160,Lactofen,77501-63-4,DTXCID404160,CONWAEURSVPLRM-UHFFFAOYSA-N,1-Ethoxy-1-oxopropan-2-yl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,C19H15ClF3NO7,461.77,461.048914,30.4088,425.323,0.00000158855,1.53,1.012,3.58096E-8,241.909,73.195,0.466,0.00626614,N/A,N/A,N/A,N/A,2.2856E-8,8.22243E-7,1.84703E-11,93.5328,3.54758,378.701,4.84472E-9,6.88765,10.267,10041.9,4.80799,45.0992,N/A,N/A,6.97866E-8,2.17606E-7
78587050,CASRN,DTXSID7024299,Hexythiazox,78587-05-0,DTXCID10196605,XGWIJUOSCAQSSV-XHDPSFHLSA-N,"(4S,5S)-5-(4-Chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide",C17H21ClN2O2S,352.88,352.1012268,41.4,N/A,0.00000511682,1.367,0.723,N/A,234.843,104.495,0.498,N/A,N/A,N/A,N/A,N/A,8.01678E-9,0.00000446684,1.38015E-11,144.804,35.0283,370.82,5.01031E-9,0.533748,10.3503,6153.81,2.90471,108.326,N/A,N/A,2.55642E-8,8.30358E-7
79241466,CASRN,DTXSID0034855,Fluazifop-P-butyl,79241-46-6,DTXCID8014855,VAIZTNZGPYBOGF-CYBMUJFWSA-N,Butyl (2R)-2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate,C19H20F3NO4,383.367,383.134442617,158.855,382.169,0.00000193642,1.325,0.869,4.35512E-7,218.802,37.67,0.24,0.00481948,N/A,N/A,N/A,N/A,3.94457E-7,0.00000399945,1.3344E-11,46.8316,5.13994,354.083,3.50408E-8,3.50237,9.86272,4174.76,4.49985,9.15205,N/A,N/A,4.12361E-7,0.00000276181
79277273,CASRN,DTXSID1024124,Thifensulfuron methyl,79277-27-3,DTXCID804124,AHTPATJNIAFOLR-UHFFFAOYSA-N,"Methyl 3-{[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]sulfamoyl}thiophene-2-carboxylate",C12H13N5O6S2,387.39,387.030725507,0.638263,N/A,N/A,1.591,1.183,N/A,298.65,199.511,0.297,N/A,N/A,N/A,N/A,N/A,5.5335E-11,0.00118032,1.66067E-11,1.55949,4.29085,264.662,5.70581E-11,0.179264,9.54305,28.2228,1.56023,175.995,N/A,N/A,1.28171E-10,0.00268946
79538322,CASRN,DTXSID5032577,Tefluthrin,79538-32-2,DTXCID3012577,ZFHGXWPMULPQSE-WTKPLQERSA-N,"(2,3,5,6-Tetrafluoro-4-methylphenyl)methyl 3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropane-1-carboxylate",C17H14ClF7O2,418.74,418.0570545,567.545,289.657,1.94089E-8,1.5,0.96,1.27057E-8,183.803,37.059,0.654,0.000194089,N/A,N/A,N/A,N/A,0.00000345144,1.03753E-7,2.18234E-11,1246.93,3.54067,306.215,4.47543E-8,7.37772,8.42149,1529.46,6.49966,44.5881,N/A,N/A,0.0000597455,4.29094E-8
80844071,CASRN,DTXSID9032610,Etofenprox,80844-07-1,DTXCID7012610,YREQHYQNNWYQCJ-UHFFFAOYSA-N,1-{[2-(4-Ethoxyphenyl)-2-methylpropoxy]methyl}-3-phenoxybenzene,C25H28O3,376.496,376.203844762,257.632,392.886,3.58922E-7,1.082,0.76,2.33346E-7,224.482,68.018,0.342,0.00224388,N/A,139.664,7.17794E-7,N/A,2.96483E-8,6.69885E-8,2.31781E-11,991.792,4.23286,391.211,0.00000217991,3.51266,11.715,31989.4,7.04879,37.175,N/A,N/A,1.9038E-8,5.7442E-9
81052291,CASRN,DTXSID5034272,"3-Pyridinecarboxylic acid, 2-(4-chlorophenyl)-1-ethyl-1,4-dihydro-6-methyl-4-oxo-, potassium salt",81052-29-1,DTXCID3014272,IUUMSKQPWAMVQI-UHFFFAOYSA-M,"Potassium 2-(4-chlorophenyl)-1-ethyl-6-methyl-4-oxo-1,4-dihydropyridine-3-carboxylate",C15H13ClKNO3,329.82,329.0221025,4.7863,394.539,0.0000314775,1.295,1.032,0.00000452898,221.552,181.324,0.257,N/A,N/A,N/A,0.0000639735,N/A,1.07895E-8,0.0000986279,2.85689E-11,3.26336,3.34703,321.837,0.0000108927,1.56311,11.016,385.625,-0.395075,206.967,N/A,N/A,1.233E-8,0.00416061
81335377,CASRN,DTXSID3024152,Imazaquin,81335-37-7,DTXCID904152,CABMTIJINOIHOD-UHFFFAOYSA-N,"2-[4-Methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]quinoline-3-carboxylic acid",C17H17N3O3,311.341,311.126991419,3.4435,N/A,0.0000530884,1.305,0.945,N/A,279.215,222.92,0.56,0.011298,N/A,N/A,N/A,N/A,5.34564E-10,0.000450817,1.65459E-11,2.88632,3.34957,288.539,2.08609E-10,0.227621,9.33619,19.9887,1.86053,220.931,N/A,N/A,1.71302E-10,0.00301365
81335775,CASRN,DTXSID3024287,Imazethapyr,81335-77-5,DTXCID004287,XVOKUMIPKHGGTN-UHFFFAOYSA-N,"5-Ethyl-2-[4-methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]pyridine-3-carboxylic acid",C15H19N3O3,289.335,289.142641484,2.50611,N/A,0.0000638264,1.239,0.927,N/A,259.783,195.096,0.639,0.00134896,N/A,N/A,N/A,N/A,5.11682E-9,0.00181552,1.2935E-11,4.26593,3.52308,277.227,2.99776E-10,0.633637,9.15553,7.11061,1.44578,171.011,N/A,N/A,2.11923E-10,0.00486458
81406373,CASRN,DTXSID5034303,Fluroxypyr-meptyl,81406-37-3,DTXCID3014303,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,"Octan-2-yl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",C15H21Cl2FN2O3,367.24,366.0913261,67.2977,444.854,0.00000211836,1.315,0.707,0.00000195434,192.776,68.3,-0.035,0.0028119,N/A,143.842,0.00000257632,35.6451,1.59956E-7,0.00000184077,9.21943E-12,12.9398,4.48451,349.994,3.57812E-9,0.245762,10.9271,2434.53,4.52918,59.1207,N/A,N/A,1.01138E-8,3.0365E-7
81777891,CASRN,DTXSID1032355,Clomazone,81777-89-1,DTXCID9012355,KIEDNEWSYUYDSN-UHFFFAOYSA-N,"2-[(2-Chlorophenyl)methyl]-4,4-dimethyl-1,2-oxazolidin-3-one",C12H14ClNO2,239.7,239.0713064,N/A,310.651,N/A,1.367,0.592,N/A,N/A,72.823,1.078,0.00259418,N/A,142.911,N/A,N/A,0.0000328852,0.00106414,1.37659E-11,67.9228,3.33761,275.056,3.30603E-8,0.598175,7.38028,276.031,2.49791,25.2499,N/A,N/A,0.000143401,0.00457951
82097505,CASRN,DTXSID0024345,Triasulfuron,82097-50-5,DTXCID204345,XOPFESVZMSQIKC-UHFFFAOYSA-N,"2-(2-Chloroethoxy)-N-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]benzene-1-sulfonamide",C14H16ClN5O5S,401.82,401.0560675,1.5417,N/A,N/A,1.545,1.197,N/A,313.983,187.917,0.357,0.0174985,N/A,N/A,N/A,N/A,1.47231E-11,0.00022856,1.38607E-11,11.165,4.27448,264.744,8.17988E-11,0.160697,9.57664,104.672,1.10231,185.971,N/A,N/A,1.65322E-11,0.000235597
82697710,CASRN,DTXSID7034460,Clofencet-potassium,82697-71-0,DTXCID5014460,NUUZKOFSZIWYSC-UHFFFAOYSA-M,"Potassium 2-(4-chlorophenyl)-3-ethyl-5-oxo-2,5-dihydropyridazine-4-carboxylate",C13H10ClKN2O3,316.78,316.0017014,N/A,399.39,0.0000105925,1.511,0.925,2.79254E-7,198.004,223.059,0.048,N/A,N/A,N/A,N/A,N/A,8.8308E-8,0.000488652,2.74835E-11,2.88757,3.34446,320.121,1.33267E-8,0.77074,9.85348,343.843,-0.491891,225.937,N/A,N/A,3.8643E-8,2.46475
84087014,CASRN,DTXSID6032641,Quinclorac,84087-01-4,DTXCID4012641,FFSSWMQPCJRCRV-UHFFFAOYSA-N,"3,7-Dichloroquinoline-8-carboxylic acid",C10H5Cl2NO2,242.06,240.9697338,6.223,353.87,0.0000635331,1.485,0.795,0.0000348337,200.663,204.89,0.138,0.00935406,N/A,N/A,0.000102329,N/A,6.83912E-7,0.000323594,1.17197E-11,3.54807,3.10053,324.501,3.31582E-9,0.21341,9.82462,2564.64,2.77183,273.871,N/A,N/A,2.24324E-7,2.80819E-7
84776330,CASRN,DTXSID2034336,Ammonium soaps of fatty acids,84776-33-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
86209510,CASRN,DTXSID8032463,Primisulfuron-methyl,86209-51-0,DTXCID6012463,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,"Methyl 2-({[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoyl}sulfamoyl)benzoate",C15H12F4N4O7S,468.34,468.036282568,1.01859,N/A,N/A,1.657,1.128,N/A,310.022,173.908,0.312,N/A,N/A,N/A,N/A,N/A,2.5293E-11,0.00000364754,1.65761E-11,3.07859,5.12324,253.909,1.36763E-11,0.401449,9.52488,12.0645,2.12782,195.981,N/A,N/A,1.46793E-10,0.000034875
86479063,CASRN,DTXSID3032620,Hexaflumuron,86479-06-3,DTXCID1012620,RGNPBRKPHBKNKX-UHFFFAOYSA-N,"N-{[3,5-Dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl]carbamoyl}-2,6-difluorobenzamide",C16H8Cl2F6N2O3,461.14,459.9816165,63.2412,448.968,0.00000314051,1.719,0.952,8.27942E-8,312.913,197.518,0.293,0.00177011,N/A,N/A,N/A,N/A,3.68978E-9,7.46449E-8,1.38192E-11,61.1229,3.54695,254.006,6.22761E-12,0.468002,9.50887,708.103,5.67693,203.463,N/A,N/A,4.38747E-7,5.88975E-8
87392129,CASRN,DTXSID6032431,S-Metolachlor,87392-12-9,DTXCID4012431,WVQBLGZPHOPPFO-LBPRGKRZSA-N,2-Chloro-N-(2-ethyl-6-methylphenyl)-N-[(2S)-1-methoxypropan-2-yl]acetamide,C15H22ClNO2,283.8,283.1339067,30.2691,329.313,0.0000209411,1.097,0.673,0.0000184927,209.975,10.96,0.421,0.00663743,N/A,142.749,0.000033266,42.9536,0.00000763836,0.000753356,1.96838E-11,54.8956,4.88029,282.035,9.00862E-9,0.179642,9.38799,288.006,3.13089,-49.1762,N/A,N/A,0.0000311485,0.0018257
87546187,CASRN,DTXSID2032554,Flumiclorac-pentyl,87546-18-7,DTXCID0012554,IRECWLYBCAZIJM-UHFFFAOYSA-N,"Pentyl [2-chloro-5-(1,3-dioxo-1,3,4,5,6,7-hexahydro-2H-isoindol-2-yl)-4-fluorophenoxy]acetate",C21H23ClFNO5,423.87,423.1248787,24.322,536.036,0.0000030903,1.385,0.821,2.12814E-7,274.789,151.655,0.414,0.00263633,N/A,152.912,0.0000049204,N/A,3.41193E-10,0.00000195434,2.37814E-11,15.6051,4.23819,422.276,3.00262E-8,6.5678,11.6815,94973.5,4.98758,88.9242,N/A,N/A,5.19515E-9,4.48563E-7
87674688,CASRN,DTXSID4032376,Dimethenamid,87674-68-8,DTXCID2012376,JLYFCTQDENRSOL-UHFFFAOYSA-N,"2-Chloro-N-(2,4-dimethylthiophen-3-yl)-N-(1-methoxypropan-2-yl)acetamide",C12H18ClNO2S,275.79,275.0746777,17.8238,337.241,0.000151705,1.234,0.711,N/A,165.954,65.396,0.443,N/A,N/A,N/A,0.0000360579,48.0839,0.0000107647,0.000765597,1.16888E-11,62.9913,3.34898,294.311,8.11339E-8,0.195804,8.64846,236.886,2.14996,1.51238,N/A,N/A,0.000272089,0.00453606
87820880,CASRN,DTXSID1034973,Tralkoxydim,87820-88-0,DTXCID9014973,DQFPEYARZIQXRM-UHFFFAOYSA-N,"4-(N-Ethoxypropanimidoyl)-5-hydroxy-2',4',6'-trimethyl-1,6-dihydro[1,1'-biphenyl]-3(2H)-one",C20H27NO3,329.44,329.199093733,26.3633,N/A,0.0000232274,N/A,0.882,N/A,N/A,91.211,0.124,0.00688652,N/A,N/A,N/A,N/A,4.05509E-7,0.0000202768,6.46992E-11,85.8238,3.35444,339.419,8.51569E-9,0.472891,9.73046,1306.82,4.46054,105.879,N/A,N/A,2.81693E-9,0.0000184974
88671890,CASRN,DTXSID8024315,Myclobutanil,88671-89-0,DTXCID304315,HZJKXKUJVSEEFU-UHFFFAOYSA-N,"2-(4-Chlorophenyl)-2-[(1H-1,2,4-triazol-1-yl)methyl]hexanenitrile",C15H17ClN4,288.78,288.1141743,103.514,396.923,0.00000792501,1.248,0.554,0.0000165577,246.156,95.825,0.709,0.00576766,N/A,N/A,N/A,N/A,1.25603E-7,0.0000382825,1.66065E-11,33.7376,3.35398,339.227,3.18221E-7,2.23048,8.99596,501.959,2.9395,152.76,N/A,N/A,1.96376E-7,0.000480987
90982324,CASRN,DTXSID0023955,Chlorimuron-ethyl,90982-32-4,DTXCID603955,NSWAMPCUPHPTTC-UHFFFAOYSA-N,Ethyl 2-{[(4-chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoate,C15H15ClN4O6S,414.82,414.0400831,1.1885,N/A,N/A,1.563,1.027,N/A,308.66,197.379,0.301,N/A,N/A,N/A,N/A,N/A,1.97242E-11,0.000204644,1.65739E-11,7.19268,4.27962,264.66,5.57341E-11,0.163622,9.58135,109.606,2.49725,184.366,N/A,N/A,3.78229E-11,0.0028595
91465086,CASRN,DTXSID7032559,lambda-Cyhalothrin,91465-08-6,DTXCID00196593,ZXQYGBMAQZUVMI-GCMPRSNUSA-N,"(R)-Cyano(3-phenoxyphenyl)methyl (1S,3S)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropane-1-carboxylate",C23H19ClF3NO3,449.85,449.1005557,342.768,431.019,2.54683E-9,1.347,0.956,3.26588E-9,268.133,69.683,-0.114,0.00117761,N/A,N/A,N/A,N/A,2.05116E-9,7.09578E-8,3.39547E-11,133.562,3.54485,422.641,1.12442E-8,9.66227,11.6907,181452,6.7988,49.3639,N/A,N/A,7.49911E-9,2.20272E-9
94125345,CASRN,DTXSID9034868,Prosulfuron,94125-34-5,DTXCID7014868,LTUNNEGNEKBSEH-UHFFFAOYSA-N,"N-[(4-Methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]-2-(3,3,3-trifluoropropyl)benzene-1-sulfonamide",C15H16F3N5O4S,419.38,419.087509678,1.15345,N/A,N/A,1.559,1.087,N/A,303.758,174.4,N/A,0.0170608,N/A,N/A,N/A,N/A,5.44503E-11,0.000104472,1.3862E-11,2.59172,5.68618,264.576,2.47437E-11,0.15587,9.503,75.0078,1.89079,180.13,N/A,N/A,1.14298E-11,0.000813747
94361065,CASRN,DTXSID0032601,Cyproconazole,94361-06-5,DTXCID8012601,UFNOUKDBUJZYDE-UHFFFAOYSA-N,"2-(4-Chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",C15H18ClN3O,291.78,291.1138399,118.85,365.398,0.0000797995,1.293,0.584,6.19441E-7,239.329,107.833,0.664,0.00460257,N/A,N/A,N/A,N/A,5.24807E-8,0.000289734,1.66375E-11,43.1516,3.44831,321.422,5.47602E-10,3.97091,10.6582,182.12,2.90198,107.543,N/A,N/A,2.60598E-7,0.000429129
